,,,,,,,,,
March-2024,Scheme Name,"No. of
Schemes
as on
March,
2024","No. of Folios
as on March,
2024","Funds
Mobilized
for the
month of
March 2024
(INR in
crore)","Repurchase/
Redemption
for the
month of
March 2024
(INR in
crore)","Net Assets
Under
Managemen
t as on
March, 2024
(INR in
crore)","Average Net
Assets Under
Managemen
t for the
month
March 2024
(INR in
crore)","No. of
segregat
ed
portfolio
s
created
as on
March,
2024","Net
Assets
Under
Manage
ment in
segregat
ed
portfoli
o as on
March,
2024
(INR in
crore)"
Jan-22,Ultra Short Duration Fund,2 7,"6 ,29,207","1 6,366.60","1 3,397.23","9 1,471.79","9 2,095.00",-,-
Jan-22,Low Duration Fund,2 3,"1 0,91,088","1 9,691.46","2 1,654.94","1 ,25,955.56","1 ,29,829.33",3,1 5.12
Jan-22,Money Market Fund,2 0,"4 ,27,920","2 7,384.41","2 2,665.81","1 ,19,521.25","1 ,20,054.70",-,-
Jan-22,Short Duration Fund,2 6,"5 ,94,922","4 ,531.50","7 ,420.13","1 ,36,221.97","1 ,38,446.05",1,1 2.13
Jan-22,Medium Duration Fund,1 6,"2 ,88,806",2 44.09,9 91.98,"3 4,696.99","3 5,000.72",5,3 21.08
Jan-22,Medium to Long Duration Fund,1 3,"1 ,17,657",5 44.69,5 72.03,"1 3,966.23","1 4,105.67",1,-
Jan-22,Long Duration Fund,2,"2 5,061",3 4.61,3 1.32,"2 ,556.11","2 ,571.77",-,-
Jan-22,Dynamic Bond Fund,2 6,"2 ,40,279",2 64.15,7 42.04,"2 7,802.01","2 8,128.37",2,1 22.32
Jan-22,Corporate Bond Fund,2 1,"6 ,79,222","4 ,710.34","5 ,646.07","1 ,51,204.32","1 ,50,972.50",-,-
Jan-22,Credit Risk Fund,1 5,"2 ,75,874",3 69.12,5 66.33,"2 8,281.35","2 8,414.38",6,1 62.08
Jan-22,Banking and PSU Fund,2 2,"3 ,42,606","4 ,081.33","6 ,618.54","1 ,04,416.82","1 ,05,285.80",-,-
Jan-22,Gilt Fund,2 1,"1 ,82,627",6 63.40,9 95.40,"1 6,114.74","1 6,400.00",-,-
Jan-22,Gilt Fund with 10 year constant duration,4,"4 6,480",2 7.26,7 4.70,"1 ,349.79","1 ,377.91",-,-
Jan-22,Floater Fund,1 2,"2 ,74,724","1 0,804.32","8 ,212.78","9 7,798.27","9 8,448.12",-,-
Jan-22,Sub Total - I (i+ii+iii+iv+v+vi+vii+viii+ix+x+xi+xii+xiii+xiv+xv+xvi),3 17,"7 5,29,260","7 ,16,119.83","7 ,11,032.22","1 4,13,344.85","1 4,62,229.76",1 8,6 32.73
-,-,-,-,-,-,-,-,-,-
Jan-22,Growth/Equity Oriented Schemes,-,-,-,-,-,-,-,-
Jan-22,Multi Cap Fund,1 4,"2 5,67,227","1 ,395.65",5 04.22,"4 4,515.64","4 3,974.07",-,-
Jan-22,Large Cap Fund,3 2,"1 ,21,56,461","4 ,515.43","2 ,625.19","2 ,22,736.62","2 ,26,357.78",-,-
Jan-22,Large & Mid Cap Fund,2 7,"6 3,93,977","2 ,877.30","1 ,154.65","1 ,06,993.67","1 ,07,420.05",-,-
Jan-22,Mid Cap Fund,2 7,"8 3,56,221","3 ,527.96","1 ,757.94","1 ,58,940.86","1 ,60,754.78",-,-
Jan-22,Small Cap Fund,2 4,"7 3,64,508","3 ,163.62","1 ,665.15","1 ,06,373.64","1 ,07,827.47",-,-
Jan-22,Dividend Yield Fund,8,"5 ,56,184",1 72.13,1 11.98,"9 ,593.08","9 ,728.23",-,-
Jan-22,Value Fund/Contra Fund,2 2,"3 9,57,921","1 ,218.83","1 ,382.24","7 8,514.39","7 9,036.62",-,-
Jan-22,Focused Fund,2 6,"4 8,45,840","2 ,909.19","1 ,095.76","9 4,529.79","9 6,392.27",-,-
Jan-22,Sectoral/Thematic Funds,1 16,"1 ,14,37,336","5 ,758.88","3 ,685.97","1 ,46,129.47","1 ,47,828.61",-,-
Jan-22,ELSS,4 0,"1 ,33,48,560","2 ,290.62","1 ,485.89","1 ,46,927.66","1 ,50,683.10",-,-
Jan-22,Flexi Cap Fund,2 9,"1 ,12,91,488","5 ,404.61","2 ,877.46","2 ,22,709.69","2 ,26,103.48",-,-
Jan-22,Sub Total - II (i+ii+iii+iv+v+vi+vii+viii+ix+x+xi),3 65,"8 ,22,75,723","3 3,234.21","1 8,346.45","1 3,37,964.51","1 3,56,106.47",-,-
-,-,-,-,-,-,-,-,-,-
Jan-22,Hybrid Schemes,-,-,-,-,-,-,-,-
Jan-22,Conservative Hybrid Fund,2 1,"4 ,96,665","1 ,276.58",4 70.92,"2 0,781.47","2 0,399.36",2,-
Jan-22,Balanced Hybrid Fund/Aggressive Hybrid Fund,3 3,"5 0,08,192","3 ,383.56","1 ,843.76","1 ,46,836.02","1 ,47,809.61",2,9 .33
Jan-22,Dynamic Asset Allocation/Balanced Advantage Fund,2 6,"4 1,18,163","5 ,153.83","2 ,390.88","1 ,73,958.68","1 ,74,985.91",-,-
Jan-22,Multi Asset Allocation Fund,1 0,"7 ,77,800",4 99.65,3 04.80,"1 9,276.13","2 0,032.19",-,-
Jan-22,Arbitrage Fund,2 5,"5 ,08,149","7 ,092.62","6 ,137.64","1 ,01,757.62","1 ,15,463.75",-,-
Jan-22,Equity Savings Fund,2 2,"3 ,45,178",9 55.31,9 83.76,"1 6,242.69","1 7,002.58",2,2 5.81
Jan-22,Sub Total - III (i+ii+iii+iv+v+vi),1 37,"1 ,12,54,147","1 8,361.55","1 2,131.76","4 ,78,852.60","4 ,95,693.40",6,3 5.14
-,-,-,-,-,-,-,-,-,-
Jan-22,Solution Oriented Schemes,-,-,-,-,-,-,-,-
Jan-22,Retirement Fund,2 5,"2 6,73,825",2 13.30,1 13.90,"1 6,415.70","1 6,626.09",-,-
Jan-22,Childrens Fund,1 0,"2 8,88,864",1 03.54,4 5.01,"1 3,156.61","1 3,270.80",-,-
Jan-22,Sub Total - IV (i+ii),3 5,"5 5,62,689",3 16.84,1 58.91,"2 9,572.32","2 9,896.89",-,-
-,-,-,-,-,-,-,-,-,-
Jan-22,Other Schemes,-,-,-,-,-,-,-,-
Jan-22,Index Funds,6 8,"2 2,16,086","5 ,984.18","1 ,069.75","4 9,906.11","4 7,510.56",-,-
Jan-22,GOLD ETF,1 1,"3 4,64,739",1 66.02,6 17.71,"1 7,839.89","1 8,183.61",-,-
Jan-22,Other ETFs,1 17,"8 9,39,164","1 2,821.26","8 ,812.23","3 ,90,349.75","3 ,93,879.83",-,-
Jan-22,Fund of funds investing overseas,4 1,"1 1,82,926",8 04.28,4 15.07,"2 2,127.60","2 2,698.78",-,-
Jan-22,Sub Total - V (i+ii+iii+iv),2 37,"1 ,58,02,915","1 9,775.74","1 0,914.77","4 ,80,223.35","4 ,82,272.78",-,-
-,-,-,-,-,-,-,-,-,-
Jan-22,Total A-Open ended Schemes,"1 ,091","1 2,24,24,734","7 ,87,808.16","7 ,52,584.09","3 7,39,957.62","3 8,26,199.30",2 4,6 67.87
-,-,-,-,-,-,-,-,-,-
Jan-22,Close Ended Schemes,-,-,-,-,-,-,-,-
Jan-22,Income/Debt Oriented Schemes,-,-,-,-,-,-,-,-
Jan-22,Fixed Term Plan,2 88,"1 ,87,638",2 27.10,-,"4 7,925.31","4 7,744.74",-,-
Jan-22,Capital Protection Oriented Schemes,1 3,"3 0,733",-,-,"1 ,614.30","1 ,617.38",-,-
Jan-22,Infrastructure Debt Fund,8,8 0,-,-,"1 ,940.94","1 ,935.22",-,-
Jan-22,Other Debt Scheme,1,7 17,-,-,6 0.76,6 1.06,-,-
Jan-22,Sub Total (i+ii+iii+iv),3 10,"2 ,19,168",2 27.10,-,"5 1,541.31","5 1,358.39",-,-
-,-,-,-,-,-,-,-,-,-
Jan-22,Growth/Equity Oriented Schemes,-,-,-,-,-,-,-,-
Jan-22,ELSS,2 0,"3 ,17,426",-,3 6.43,"3 ,855.45","3 ,952.68",-,-
Jan-22,Other Equity Schemes,1 9,"1 ,37,246",-,2 98.99,"5 ,384.77","6 ,578.28",-,-
Jan-22,Sub Total (i+ii),3 9,"4 ,54,672",-,3 35.41,"9 ,240.22","1 0,530.96",-,-
-,-,-,-,-,-,-,-,-,-
Jan-22,Other Schemes,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
Jan-22,Total B -Close ended Schemes,3 49,"6 ,73,840",2 27.10,3 35.41,"6 0,781.52","6 1,889.35",-,-
-,-,-,-,-,-,-,-,-,-
Jan-22,Interval Schemes,-,-,-,-,-,-,-,-
Jan-22,Income/Debt Oriented Schemes,2 1,"3 ,099",1 36.53,0 .61,4 70.48,4 82.13,-,-
-,-,-,-,-,-,-,-,-,-
Jan-22,Growth/Equity Oriented Schemes,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
Jan-22,Other Schemes,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
Jan-22,Total C Interval Schemes,2 1,"3 ,099",1 36.53,0 .61,4 70.48,4 82.13,-,-
-,-,-,-,-,-,-,-,-,-
Jan-22,Grand Total,"1 ,461","1 2,31,01,673","7 ,88,171.79","7 ,52,920.12","3 8,01,209.63","3 8,88,570.79",2 4,6 67.87
-,-,-,-,-,-,-,-,-,-
Jan-22,Fund of Funds Scheme (Domestic) **,## 66,"1 6,47,213","2 ,501.79",6 76.64,"4 4,836.59","4 4,331.59",-,-
-,-,-,-,-,-,-,-,-,-
Dec-21,Scheme Name,"No. of
Schemes
as on
Decemb
er 31,
2021","No. of Folios
as on
December
31, 2021","Funds
Mobilized
for the
month of
December
2021 (INR in
crore)","Repurchase/
Redemption
for the
month of
December
2021 (INR in
crore)","Net Assets
Under
Management
as on
December
31, 2021 (INR
in crore)","Average Net
Assets Under
Management
for the
month
December
2021 (INR in
crore)","No. of
segregat
ed
portfolio
s created
as on
Decemb
er 31,
2021","Net
Assets
Under
Manage
ment in
segregat
ed
portfolio
as on
Decemb
er 31,
2021
(INR in
crore)"
Dec-21,Open ended Schemes,-,-,-,-,-,-,-,-
Dec-21,Income/Debt Oriented Schemes,-,-,-,-,-,-,-,-
Dec-21,Overnight Fund,3 0,"3 ,07,669","4 ,53,336.11","4 ,48,605.13","9 4,138.69","1 ,10,033.81",-,-
Dec-21,Liquid Fund,3 8,"2 0,08,348","2 ,97,331.83","3 ,06,016.83","3 ,61,368.52","3 ,64,938.09",-,-
Dec-21,Ultra Short Duration Fund,2 7,"6 ,34,934","1 7,892.33","2 6,206.97","8 8,197.72","9 3,776.42",-,-
Dec-21,Low Duration Fund,2 3,"1 1,07,690","1 2,169.77","2 3,216.73","1 ,27,483.98","1 ,31,558.92",2,1 4.93
Dec-21,Money Market Fund,2 0,"4 ,32,609","2 6,743.67","3 3,772.24","1 ,14,413.94","1 ,17,975.78",-,-
Dec-21,Short Duration Fund,2 6,"6 ,08,859","8 ,310.72","1 0,343.16","1 ,38,922.13","1 ,40,576.30",1,1 1.97
Dec-21,Medium Duration Fund,1 6,"2 ,94,246",6 25.41,"1 ,185.36","3 5,389.95","3 5,636.67",6,3 28.55
Dec-21,Medium to Long Duration Fund,1 3,"1 ,19,032",7 40.04,8 05.77,"1 4,050.05","1 4,049.70",1,1 6.71
Dec-21,Long Duration Fund,2,"2 5,400",1 4.44,2 2.00,"2 ,591.56","2 ,610.24",-,-
Dec-21,Dynamic Bond Fund,2 6,"2 ,44,904","1 ,630.89",5 91.64,"2 8,328.08","2 7,967.62",2,1 29.11
Dec-21,Corporate Bond Fund,2 1,"6 ,92,249","3 ,734.49","8 ,040.09","1 ,51,915.81","1 ,54,251.54",-,-
Dec-21,Credit Risk Fund,1 6,"2 ,79,738",4 10.72,4 57.93,"2 8,365.22","2 8,384.70",8,2 33.27
Dec-21,Banking and PSU Fund,2 2,"3 ,49,368","1 ,375.49","7 ,592.62","1 ,06,915.11","1 ,10,885.77",-,-
Dec-21,Gilt Fund,2 1,"1 ,86,979",3 84.15,4 21.88,"1 6,488.19","1 6,588.79",-,-
Dec-21,Gilt Fund with 10 year constant duration,4,"4 7,962",5 5.59,5 4.66,"1 ,409.10","1 ,406.14",-,-
Dec-21,Floater Fund,1 2,"2 ,81,881","5 ,553.54","1 2,013.73","9 4,865.99","9 8,242.28",-,-
Dec-21,Sub Total - I (i+ii+iii+iv+v+vi+vii+viii+ix+x+xi+xii+xiii+xiv+xv+xvi),3 17,"7 6,21,868","8 ,30,309.21","8 ,79,346.72","1 4,04,844.02","1 4,48,882.79",2 0,7 34.54
-,-,-,-,-,-,-,-,-,-
Dec-21,Growth/Equity Oriented Schemes,-,-,-,-,-,-,-,-
Dec-21,Multi Cap Fund,1 4,"2 4,42,973","1 0,926.70",3 50.19,"4 2,860.00","3 8,068.35",-,-
Dec-21,Large Cap Fund,3 2,"1 ,19,78,081","4 ,385.36","2 ,857.53","2 ,21,834.82","2 ,18,002.67",-,-
Dec-21,Large & Mid Cap Fund,2 7,"6 1,05,449","2 ,718.23","1 ,071.90","1 ,04,376.32","1 ,02,238.56",-,-
Dec-21,Mid Cap Fund,2 7,"8 1,65,660","3 ,413.38","1 ,734.13","1 ,58,135.64","1 ,55,442.80",-,-
Dec-21,Small Cap Fund,2 4,"7 0,35,809","2 ,800.33","1 ,776.04","1 ,05,880.34","1 ,02,632.53",-,-
Dec-21,Dividend Yield Fund,8,"5 ,52,391",1 58.47,1 17.67,"9 ,659.98","9 ,478.22",-,-
Dec-21,Value Fund/Contra Fund,2 2,"3 9,34,965","1 ,131.03",8 01.14,"7 7,274.13","7 6,018.43",-,-
Dec-21,Focused Fund,2 6,"4 7,38,365","2 ,659.67","1 ,147.44","9 5,285.14","9 4,760.23",-,-
Dec-21,Sectoral/Thematic Funds,1 17,"1 ,10,23,820","7 ,573.25","3 ,803.49","1 ,46,657.68","1 ,43,842.91",-,-
Dec-21,ELSS,4 1,"1 ,32,44,120","1 ,893.33","1 ,326.29","1 ,49,336.16","1 ,47,576.53",-,-
Dec-21,Flexi Cap Fund,2 8,"1 ,09,85,374","5 ,145.26","2 ,736.62","2 ,22,318.67","2 ,18,322.51",-,-
Dec-21,Sub Total - II (i+ii+iii+iv+v+vi+vii+viii+ix+x+xi),3 66,"8 ,02,07,007","4 2,805.00","1 7,722.45","1 3,33,618.89","1 3,06,383.74",-,-
-,-,-,-,-,-,-,-,-,-
Dec-21,Hybrid Schemes,-,-,-,-,-,-,-,-
Dec-21,Conservative Hybrid Fund,2 1,"4 ,91,232",7 30.96,4 26.14,"1 9,977.85","1 9,437.34",2,4 6.18
Dec-21,Balanced Hybrid Fund/Aggressive Hybrid Fund,3 3,"4 9,58,969","2 ,547.75","2 ,042.39","1 ,45,170.69","1 ,43,947.13",2,9 .33
Dec-21,Dynamic Asset Allocation/Balanced Advantage Fund,2 6,"4 0,52,345","6 ,074.70","2 ,369.06","1 ,69,739.59","1 ,69,340.53",-,-
Dec-21,Multi Asset Allocation Fund,1 0,"7 ,68,343",4 71.00,3 53.47,"1 8,586.45","1 9,351.94",-,-
Dec-21,Arbitrage Fund,2 5,"5 ,08,695","7 ,096.21","1 1,398.17","1 ,00,777.38","1 ,15,928.81",-,-
Dec-21,Equity Savings Fund,2 2,"3 ,38,872",9 68.85,7 36.85,"1 6,188.27","1 6,764.98",2,2 5.81
Dec-21,Sub Total - III (i+ii+iii+iv+v+vi),1 37,"1 ,11,18,456","1 7,889.48","1 7,326.09","4 ,70,440.23","4 ,84,770.73",6,8 1.32
-,-,-,-,-,-,-,-,-,-
Dec-21,Solution Oriented Schemes,-,-,-,-,-,-,-,-
Dec-21,Retirement Fund,2 5,"2 6,66,506",2 07.49,1 11.07,"1 6,444.20","1 6,278.56",-,-
Dec-21,Childrens Fund,1 0,"2 8,85,806",1 03.58,4 9.25,"1 3,090.88","1 2,985.81",-,-
Dec-21,Sub Total - IV (i+ii),3 5,"5 5,52,312",3 11.07,1 60.32,"2 9,535.08","2 9,264.37",-,-
-,-,-,-,-,-,-,-,-,-
Dec-21,Other Schemes,-,-,-,-,-,-,-,-
Dec-21,Index Funds,6 2,"2 0,53,599","5 ,288.97",7 73.39,"4 5,429.96","4 2,879.31",-,-
Dec-21,GOLD ETF,1 1,"3 2,09,311",4 89.98,1 76.63,"1 8,405.31","1 8,115.34",-,-
Dec-21,Other ETFs,1 11,"8 5,54,194","1 6,334.17","2 ,783.41","3 ,84,214.16","3 ,75,358.25",-,-
Dec-21,Fund of funds investing overseas,4 1,"1 1,78,048",8 23.81,4 97.79,"2 4,129.75","2 3,994.19",-,-
Dec-21,Sub Total - V (i+ii+iii+iv),2 25,"1 ,49,95,152","2 2,936.93","4 ,231.22","4 ,72,179.19","4 ,60,347.09",-,-
-,-,-,-,-,-,-,-,-,-
Dec-21,Total A-Open ended Schemes,"1 ,080","1 1,94,94,795","9 ,14,251.69","9 ,18,786.81","3 7,10,617.41","3 7,29,648.72",2 6,8 15.86
-,-,-,-,-,-,-,-,-,-
Dec-21,Close Ended Schemes,-,-,-,-,-,-,-,-
Dec-21,Income/Debt Oriented Schemes,-,-,-,-,-,-,-,-
Dec-21,Fixed Term Plan,2 86,"1 ,86,553",4 49.67,2 69.30,"4 7,484.86","4 7,732.94",-,-
Dec-21,Capital Protection Oriented Schemes,1 3,"3 0,733",-,-,"1 ,611.54","1 ,608.20",-,-
Dec-21,Infrastructure Debt Fund,8,8 0,-,-,"1 ,927.31","1 ,913.69",-,-
Dec-21,Other Debt Scheme,1,7 18,-,-,6 0.89,6 0.74,-,-
Dec-21,Sub Total (i+ii+iii+iv),3 08,"2 ,18,084",4 49.67,2 69.30,"5 1,084.61","5 1,315.57",-,-
-,-,-,-,-,-,-,-,-,-
Dec-21,Growth/Equity Oriented Schemes,-,-,-,-,-,-,-,-
Dec-21,ELSS,2 0,"3 ,19,113",-,3 3.04,"3 ,921.54","3 ,873.46",-,-
Dec-21,Other Equity Schemes,2 2,"1 ,71,471",-,5 4.10,"6 ,742.64","6 ,657.88",-,-
Dec-21,Sub Total (i+ii),4 2,"4 ,90,584",-,8 7.14,"1 0,664.18","1 0,531.34",-,-
-,-,-,-,-,-,-,-,-,-
Dec-21,Other Schemes,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
Dec-21,Total B -Close ended Schemes,3 50,"7 ,08,668",4 49.67,3 56.44,"6 1,748.79","6 1,846.91",-,-
-,-,-,-,-,-,-,-,-,-
Dec-21,Interval Schemes,-,-,-,-,-,-,-,-
Dec-21,Income/Debt Oriented Schemes,2 1,"3 ,113",2 31.56,1 .45,3 30.12,3 15.29,-,-
-,-,-,-,-,-,-,-,-,-
Dec-21,Growth/Equity Oriented Schemes,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
Dec-21,Other Schemes,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
Dec-21,Total C Interval Schemes,2 1,"3 ,113",2 31.56,1 .45,3 30.12,3 15.29,-,-
-,-,-,-,-,-,-,-,-,-
Dec-21,Grand Total,"1 ,451","1 2,02,06,576","9 ,14,932.91","9 ,19,144.69","3 7,72,696.31","3 7,91,810.92",2 6,8 15.86
-,-,-,-,-,-,-,-,-,-
Dec-21,Fund of Funds Scheme (Domestic) **,## 64,"1 5,96,388","1 ,978.03",6 75.75,"4 3,614.17","4 2,900.29",-,-
-,-,-,-,-,-,-,-,-,-
Nov-21,Scheme Name,"No. of
Schemes
as on
Novemb
er 30,
2021","No. of Folios
as on
November
30, 2021","Funds
Mobilized
for the
month of
November
2021 (INR in
crore)","Repurchase/
Redemption
for the
month of
November
2021 (INR in
crore)","Net Assets
Under
Management
as on
November
30, 2021 (INR
in crore)","Average Net
Assets Under
Management
for the
month
November
2021 (INR in
crore)","No. of
segregat
ed
portfolio
s created
as on
Novemb
er 30,
2021","Net
Assets
Under
Manage
ment in
segregat
ed
portfolio
as on
Novemb
er 30,
2021
(INR in
crore)"
Nov-21,Open ended Schemes,-,-,-,-,-,-,-,-
Nov-21,Income/Debt Oriented Schemes,-,-,-,-,-,-,-,-
Nov-21,Overnight Fund,3 0,"3 ,02,779","3 ,79,809.55","3 ,91,933.01","8 9,093.71","1 ,15,724.67",-,-
Nov-21,Liquid Fund,3 9,"1 9,42,065","2 ,77,564.82","2 ,24,313.54","3 ,69,014.99","3 ,68,710.82",-,-
Nov-21,Ultra Short Duration Fund,2 8,"6 ,42,763","1 6,634.28","2 1,204.98","9 6,333.30","9 8,622.56",-,-
Nov-21,Low Duration Fund,2 4,"1 1,25,302","1 5,025.78","2 1,699.98","1 ,38,356.25","1 ,41,711.03",2,1 4.64
Nov-21,Money Market Fund,2 0,"4 ,37,205","2 4,928.71","2 5,423.13","1 ,21,079.43","1 ,20,303.28",-,-
Nov-21,Short Duration Fund,2 7,"6 ,20,008","7 ,139.11","6 ,653.28","1 ,41,278.17","1 ,40,233.86",1,1 1.74
Nov-21,Medium Duration Fund,1 6,"2 ,97,730","1 ,211.18","1 ,739.72","3 5,919.55","3 6,316.73",6,3 28.44
Nov-21,Medium to Long Duration Fund,1 3,"1 ,20,097","1 ,054.88",1 53.92,"1 4,141.05","1 3,678.61",1,1 6.56
Nov-21,Long Duration Fund,2,"2 5,703",2 3.26,1 8.69,"2 ,618.95","2 ,598.74",-,-
Nov-21,Dynamic Bond Fund,2 6,"2 ,47,463",8 58.58,"1 ,620.45","2 7,318.33","2 7,980.91",2,1 29.05
Nov-21,Corporate Bond Fund,2 0,"6 ,97,848","3 ,454.93","8 ,048.36","1 ,56,155.08","1 ,58,221.64",-,-
Nov-21,Credit Risk Fund,1 6,"2 ,81,760",6 37.04,3 85.86,"2 8,356.03","2 8,108.76",8,2 32.65
Nov-21,Banking and PSU Fund,2 2,"3 ,55,192","1 ,493.84","5 ,687.17","1 ,13,169.43","1 ,15,356.52",-,-
Nov-21,Gilt Fund,2 1,"1 ,89,553",6 39.45,"1 ,504.82","1 6,576.97","1 6,931.26",-,-
Nov-21,Gilt Fund with 10 year constant duration,4,"4 8,748",6 2.27,8 8.50,"1 ,415.00","1 ,411.52",-,-
Nov-21,Floater Fund,1 2,"2 ,85,575","5 ,569.18","1 0,738.38","1 ,01,222.07","1 ,05,280.92",-,-
Nov-21,Sub Total - I (i+ii+iii+iv+v+vi+vii+viii+ix+x+xi+xii+xiii+xiv+xv+xvi),3 20,"7 6,19,791","7 ,36,106.87","7 ,21,213.78","1 4,52,048.31","1 4,91,191.84",2 0,7 33.08
-,-,-,-,-,-,-,-,-,-
Nov-21,Growth/Equity Oriented Schemes,-,-,-,-,-,-,-,-
Nov-21,Multi Cap Fund,1 2,"1 9,38,528",7 71.84,4 24.22,"3 1,543.38","3 2,835.42",-,-
Nov-21,Large Cap Fund,3 3,"1 ,17,40,508","4 ,352.16","2 ,727.76","2 ,14,414.30","2 ,23,295.22",-,-
Nov-21,Large & Mid Cap Fund,2 8,"5 9,76,466","2 ,473.54","1 ,248.13","1 ,00,135.10","1 ,03,449.44",-,-
Nov-21,Mid Cap Fund,2 8,"8 0,14,405","3 ,256.08","1 ,976.32","1 ,52,893.94","1 ,58,045.33",-,-
Nov-21,Small Cap Fund,2 5,"6 8,49,028","2 ,347.49","1 ,565.84","1 ,00,479.09","1 ,02,358.11",-,-
Nov-21,Dividend Yield Fund,8,"5 ,49,717",1 57.83,1 03.90,"9 ,292.34","9 ,617.70",-,-
Nov-21,Value Fund/Contra Fund,2 2,"3 9,18,225","1 ,361.20",9 22.61,"7 4,754.96","7 7,770.96",-,-
Nov-21,Focused Fund,2 7,"4 7,38,982","2 ,625.03","1 ,118.37","9 4,285.45","9 6,499.97",-,-
Nov-21,Sectoral/Thematic Funds,1 14,"1 ,05,87,595","4 ,781.64","3 ,259.33","1 ,39,553.87","1 ,43,107.47",-,-
Nov-21,ELSS,4 2,"1 ,31,13,916","1 ,555.28","1 ,380.99","1 ,46,246.63","1 ,51,995.93",-,-
Nov-21,Flexi Cap Fund,2 8,"1 ,07,45,464","5 ,408.63","2 ,748.53","2 ,14,649.76","2 ,21,727.77",-,-
Nov-21,Sub Total - II (i+ii+iii+iv+v+vi+vii+viii+ix+x+xi),3 67,"7 ,81,72,834","2 9,090.72","1 7,475.99","1 2,78,248.80","1 3,20,703.31",-,-
-,-,-,-,-,-,-,-,-,-
Nov-21,Hybrid Schemes,-,-,-,-,-,-,-,-
Nov-21,Conservative Hybrid Fund,2 1,"4 ,76,918",8 62.26,3 48.43,"1 9,118.23","1 9,028.45",2,4 5.78
Nov-21,Balanced Hybrid Fund/Aggressive Hybrid Fund,3 4,"4 9,23,718","2 ,694.11","2 ,045.77","1 ,42,499.91","1 ,46,596.35",2,9 .33
Nov-21,Dynamic Asset Allocation/Balanced Advantage Fund,2 6,"3 9,54,388","8 ,267.81","2 ,173.78","1 ,64,657.92","1 ,67,724.03",-,-
Nov-21,Multi Asset Allocation Fund,1 0,"7 ,61,713",5 79.21,3 27.99,"1 8,296.31","1 9,676.24",-,-
Nov-21,Arbitrage Fund,2 6,"5 ,05,671","7 ,883.31","6 ,838.09","1 ,04,943.51","1 ,18,373.86",-,-
Nov-21,Equity Savings Fund,2 3,"3 ,33,416","1 ,636.74",7 67.35,"1 5,834.64","1 6,423.21",2,2 5.81
Nov-21,Sub Total - III (i+ii+iii+iv+v+vi),1 40,"1 ,09,55,824","2 1,923.45","1 2,501.41","4 ,65,350.52","4 ,87,822.14",6,8 0.92
-,-,-,-,-,-,-,-,-,-
Nov-21,Solution Oriented Schemes,-,-,-,-,-,-,-,-
Nov-21,Retirement Fund,2 5,"2 6,61,411",2 05.16,1 22.27,"1 6,156.28","1 6,520.05",-,-
Nov-21,Childrens Fund,1 0,"2 8,82,784",1 10.09,5 2.41,"1 2,894.45","1 3,134.39",-,-
Nov-21,Sub Total - IV (i+ii),3 5,"5 5,44,195",3 15.26,1 74.68,"2 9,050.73","2 9,654.44",-,-
-,-,-,-,-,-,-,-,-,-
Nov-21,Other Schemes,-,-,-,-,-,-,-,-
Nov-21,Index Funds,5 9,"1 9,36,229","4 ,113.19",5 92.48,"4 0,240.13","3 9,557.96",-,-
Nov-21,GOLD ETF,1 1,"2 9,29,383",7 01.68,1 9.18,"1 8,104.07","1 7,665.80",-,-
Nov-21,Other ETFs,1 05,"7 9,40,454","9 ,427.95","2 ,945.18","3 ,64,744.82","3 ,72,203.88",-,-
Nov-21,Fund of funds investing overseas,4 1,"1 1,65,835",7 73.44,4 35.19,"2 4,189.44","2 4,378.55",-,-
Nov-21,Sub Total - V (i+ii+iii+iv),2 16,"1 ,39,71,901","1 5,016.26","3 ,992.03","4 ,47,278.45","4 ,53,806.20",-,-
-,-,-,-,-,-,-,-,-,-
Nov-21,Total A-Open ended Schemes,"1 ,078","1 1,62,64,545","8 ,02,452.55","7 ,55,357.89","3 6,71,976.81","3 7,83,177.93",2 6,8 14.00
-,-,-,-,-,-,-,-,-,-
Nov-21,Close Ended Schemes,-,-,-,-,-,-,-,-
Nov-21,Income/Debt Oriented Schemes,-,-,-,-,-,-,-,-
Nov-21,Fixed Term Plan,2 87,"1 ,96,326",7 96.99,7 90.01,"4 7,509.88","4 7,127.68",-,-
Nov-21,Capital Protection Oriented Schemes,1 3,"3 0,747",-,0 .01,"1 ,604.49","1 ,612.54",-,-
Nov-21,Infrastructure Debt Fund,8,8 0,-,-,"1 ,903.09","1 ,897.71",-,-
Nov-21,Other Debt Scheme,1,7 18,-,-,6 0.70,6 1.22,-,-
Nov-21,Sub Total (i+ii+iii+iv),3 09,"2 ,27,871",7 96.99,7 90.02,"5 1,078.16","5 0,699.15",-,-
-,-,-,-,-,-,-,-,-,-
Nov-21,Growth/Equity Oriented Schemes,-,-,-,-,-,-,-,-
Nov-21,ELSS,2 0,"3 ,20,824",-,5 7.73,"3 ,854.75","4 ,015.51",-,-
